<NUMBER OF ZONES> 24											
<NUMBER OF NODES> 24											
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 76											
<END OF METADATA>											


~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B	Power	Speed limit 	Toll 	Type	;
1	2	12950.10032000	6	6	0.15	4	0	0	1	; 
1	3	11701.73659500	4	4	0.15	4	0	0	1	; 
2	1	12950.10032000	6	6	0.15	4	0	0	1	; 
2	6	2479.09046400	5	5	0.15	4	0	0	1	; 
3	1	11701.73659500	4	4	0.15	4	0	0	1	; 
3	4	17110.52372	4	4	0.15	4	0	0	1	; 
3	12	23403.47319	4	4	0.15	4	0	0	1	; 
4	3	17110.52372	4	4	0.15	4	0	0	1	; 
4	5	8891.39705000	2	2	0.15	4	0	0	1	; 
4	11	2454.41336500	6	6	0.15	4	0	0	1	; 
5	4	8891.39705000	2	2	0.15	4	0	0	1	; 
5	6	4947.995469	4	4	0.15	4	0	0	1	; 
5	9	5000.00000000	5	5	0.15	4	0	0	1	; 
6	2	2479.09046400	5	5	0.15	4	0	0	1	; 
6	5	4947.995469	4	4	0.15	4	0	0	1	; 
6	8	2449.29382300	2	2	0.15	4	0	0	1	; 
7	8	7841.81131	3	3	0.15	4	0	0	1	; 
7	18	11701.73659500	2	2	0.15	4	0	0	1	; 
8	6	2449.29382300	2	2	0.15	4	0	0	1	; 
8	7	7841.81131	3	3	0.15	4	0	0	1	; 
8	9	2525.09657800	10	10	0.15	4	0	0	1	; 
8	16	2522.91129150	5	5	0.15	4	0	0	1	; 
9	5	5000.00000000	5	5	0.15	4	0	0	1	; 
9	8	2525.09657800	10	10	0.15	4	0	0	1	; 
9	10	6957.89421000	3	3	0.15	4	0	0	1	; 
10	9	6957.89421000	3	3	0.15	4	0	0	1	; 
10	11	10000	5	5	0.15	4	0	0	1	; 
10	15	13512.00155	6	6	0.15	4	0	0	1	; 
10	16	4854.917717	4	4	0.15	4	0	0	1	; 
10	17	2496.75534700	8	8	0.15	4	0	0	1	; 
11	4	2454.41336500	6	6	0.15	4	0	0	1	; 
11	10	10000	5	5	0.15	4	0	0	1	; 
11	12	4908.82673	6	6	0.15	4	0	0	1	; 
11	14	4876.508287	4	4	0.15	4	0	0	1	; 
12	3	23403.47319	4	4	0.15	4	0	0	1	; 
12	11	4908.82673	6	6	0.15	4	0	0	1	; 
12	13	12950.10032000	3	3	0.15	4	0	0	1	; 
13	12	12950.10032000	3	3	0.15	4	0	0	1	; 
13	24	2545.62807600	4	4	0.15	4	0	0	1	; 
14	11	4876.508287	4	4	0.15	4	0	0	1	; 
14	15	764.35022347	5	5	0.15	4	0	0	1	; 
14	23	4924.790605	4	4	0.15	4	0	0	1	; 
15	10	13512.00155	6	6	0.15	4	0	0	1	; 
15	14	764.35022347	5	5	0.15	4	0	0	1	; 
15	19	7282.37657500	3	3	0.15	4	0	0	1	; 
15	22	9599.180565	3	3	0.15	4	0	0	1	; 
16	8	2522.91129150	5	5	0.15	4	0	0	1	; 
16	10	4854.917717	4	4	0.15	4	0	0	1	; 
16	17	2614.95503150	2	2	0.15	4	0	0	1	; 
16	18	19679.89671	3	3	0.15	4	0	0	1	; 
17	10	2496.75534700	8	8	0.15	4	0	0	1	; 
17	16	2614.95503150	2	2	0.15	4	0	0	1	; 
17	19	2411.97541550	2	2	0.15	4	0	0	1	; 
18	7	11701.73659500	2	2	0.15	4	0	0	1	; 
18	16	19679.89671	3	3	0.15	4	0	0	1	; 
18	20	3462.43487767	4	4	0.15	4	0	0	1	; 
19	15	7282.37657500	3	3	0.15	4	0	0	1	; 
19	17	2411.97541550	2	2	0.15	4	0	0	1	; 
19	20	5002.607563	4	4	0.15	4	0	0	1	; 
20	18	3462.43487767	4	4	0.15	4	0	0	1	; 
20	19	5002.607563	4	4	0.15	4	0	0	1	; 
20	21	5059.91234	6	6	0.15	4	0	0	1	; 
20	22	2537.84859650	5	5	0.15	4	0	0	1	; 
21	20	5059.91234	6	6	0.15	4	0	0	1	; 
21	22	5229.910063	2	2	0.15	4	0	0	1	; 
21	24	2442.67878200	3	3	0.15	4	0	0	1	; 
22	15	9599.180565	3	3	0.15	4	0	0	1	; 
22	20	2537.84859650	5	5	0.15	4	0	0	1	; 
22	21	5229.910063	2	2	0.15	4	0	0	1	; 
22	23	2500.00000000	4	4	0.15	4	0	0	1	; 
23	14	4924.790605	4	4	0.15	4	0	0	1	; 
23	22	2500.00000000	4	4	0.15	4	0	0	1	; 
23	24	5078.508436	2	2	0.15	4	0	0	1	; 
24	13	2545.62807600	4	4	0.15	4	0	0	1	; 
24	21	2442.67878200	3	3	0.15	4	0	0	1	; 
24	23	5078.508436	2	2	0.15	4	0	0	1	; 
